C#CCNC[C@H]1c2ccc(c(c2C[C@H](O1)C3CCCCC3)O)O	active	1.0
C#CC[C@H]1Cc2c(ccc(c2O)O)[C@@H](O1)C[NH3+]	active	1.0
C#CC[N@@H+]1CCC[C@@H]2[C@@H]1Cc3cccc(c3C2)O	active	1.0
C#CC[N@@]1CCC[C@@H]2[C@@H]1Cc3cccc(c3C2)O	active	1.0
C#CC[NH2+]C[C@H]1c2ccc(c(c2C[C@H](O1)C3CCCCC3)O)O	active	1.0
C(CC(=O)[O-])C[NH3+]	active	1.0
C(CC(=O)[O-])[C@@H](C(=O)[O-])[NH3+]	active	1.0
C(CS(=O)(=O)[O-])[C@@H](C(=O)[O-])[NH3+]	active	1.0
C(CS(=O)(=O)[O-])[C@H](C(=O)[O-])[NH3+]	active	1.0
C(CS)[C@@H](C(=O)[O-])[NH3+]	active	1.0
C(C[S@](=O)[O-])[C@@H](C(=O)[O-])[NH3+]	active	1.0
C(C[S@](=O)[O-])[C@H](C(=O)[O-])[NH3+]	active	1.0
C([C@@H](C(=O)[O-])[NH3+])S	active	1.0
C([C@@H](C(=O)[O-])[NH3+])S(=O)(=O)[O-]	active	1.0
C([C@@H](C(=O)[O-])[NH3+])SSC[C@@H](C(=O)[O-])N	active	1.0
C([C@@H](C(=O)[O-])[NH3+])SSC[C@@H](C(=O)[O-])[NH3+]	active	1.0
C([C@@H](C(=O)[O-])[NH3+])[S@](=O)[O-]	active	1.0
C/C(=C(/C#N)C(=O)CSc1nnc(s1)SCc2ccc(cc2)Cl)/N	active	1.0
C/C(=C/C(=O)c1ccccc1)/Nc2cccc(c2)O	active	1.0
C/C(=N/Cc1cccnc1)/C2=C(c3ccccc3C2=O)[O-]	active	1.0
C/C(=N/OC(=O)Nc1ccccc1)/c2cccc(c2)c3cccs3	active	1.0
C/C=C/c2ccccc2C=C(c3c1ccc(c3)Cl)N4CCN(CC4)C	active	1.0
C/C=C/c2ccccc2C=C(c3c1ccc(c3)Cl)N4CC[NH+](CC4)C	active	1.0
C/C=C/c2ccccc2C=C(c3c1cccc3)N4CCN(CC4)C	active	1.0
C/C=C/c2ccccc2C=C(c3c1cccc3)N4CC[NH+](CC4)C	active	1.0
C/C=C/Cn1c2c(=O)[nH]c(=O)n(c2nc1SCCCc3ccccc3)C	active	1.0
C/[NH+]=C/NCCc2cc(c(cc2N1)O)Cl	active	1.0
C1CCC(=O)NCCCCCC(=O)NCC1	active	1.0
C1CCC(CC1)c2nn3c(nnc3s2)c4c5c([nH]n4)CCC5	active	1.0
C1CCCN(CC1)c2c(nc(c(n2)N)C(=O)N=C(N)N)Cl	active	1.0
C1CCCc2c(c(c(s2)N)C#N)CC1	active	1.0
C1CN1P(=O)(N2CC2)N3CC3	active	1.0
C1CSC(=O)[C@@H]1N	active	1.0
C1CSC(=O)[C@@H]1[NH3+]	active	1.0
C1CSC(=O)[C@H]1N	active	1.0
C1CSC(=O)[C@H]1[NH3+]	active	1.0
C=CCN(CC=C)[C@@H]1Cc2ccccc2[C@@H](C1)c3ccccc3	active	1.0
C=CCNC(=O)c1ccccc1NC(=O)c2ccccc2	active	1.0
C=CC[N@@H+]1CCc2c(sc(n2)N)CC1	active	1.0
C=CC[N@@H+]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3)O)O	active	1.0
C=CC[N@@H+]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3Br)O)O	active	1.0
C=CC[N@@H+]1CCc2cc(c(cc2[C@H](C1)c3ccccc3)O)O	active	1.0
C=CC[N@@H+]1CCc2ccc(cc2[C@@H](C1)c3ccccc3)O	active	1.0
C=CC[N@@H+]1CCc2ccccc2Cc3ccsc3CC1	active	1.0
C=CC[N@@H+]1Cc2ccccc2[C@H]3[C@H]1CCc4c3cc(c(c4)O)O	active	1.0
C=CC[N@@]1CCC=C(C1)c2csc([nH+]2)N	active	1.0
C=CC[N@@]1CCC=C(C1)c2csc(n2)N	active	1.0
C=CC[N@@]1CCc2c(sc(n2)N)CC1	active	1.0
C=CC[N@@]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3)O)O	active	1.0
C=CC[N@@]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3Br)O)O	active	1.0
C=CC[N@@]1CCc2cc(c(cc2[C@H](C1)c3ccccc3)O)O	active	1.0
C=CC[N@@]1CCc2ccc(cc2[C@@H](C1)c3ccccc3)O	active	1.0
C=CC[N@@]1CCc2ccccc2Cc3ccsc3CC1	active	1.0
C=CC[N@@]1Cc2ccccc2[C@H]3[C@H]1CCc4c3cc(c(c4)O)O	active	1.0
C=CC[N@H+]1CCC[C@@H](C1)/C=C/c2ccccc2	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Br)O)O)[C@@H](C1)c3ccccc3	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Br)O)O)[C@@H](C1)c3ccccc3C(F)(F)F	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Br)O)O)[C@H](C1)c3ccc(cc3)O	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Br)O)O)[C@H](C1)c3ccccc3	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Br)[O-])O)[C@H](C1)c3ccc(cc3)O	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Cl)O)O)[C@@H](C1)c3ccccc3	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Cl)O)O)[C@H](C1)c3ccc(cc3)O	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Cl)O)O)[C@H](C1)c3ccccc3	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2Cl)[O-])O)[C@H](C1)c3ccc(cc3)O	active	1.0
C=CC[N@H+]1CCc2c(cc(c(c2F)[O-])O)[C@H](C1)c3ccc(cc3)O	active	1.0
C=CC[N@H+]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3)O)Br	active	1.0
C=CC[N@H+]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3)O)Cl	active	1.0
C=CC[N@H+]1CCc2cc(c(cc2[C@H](C1)c3ccc(cc3)O)O)O	active	1.0
C=CC[N@H+]1CCc2cc(c(cc2[C@H](C1)c3ccc(cc3)O)O)[O-]	active	1.0
C=CC[N@H+]1CCc2cccc-3c2[C@@H]1Cc4c3c(c(cc4)O)O	active	1.0
C=CC[N@H+]1CCc2cccc-3c2[C@@H]1Cc4c3c(ccc4)O	active	1.0
C=CC[N@H+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O	active	1.0
C=CC[N@H+]1CCc2cccc-3c2[C@H]1Cc4c3c(ccc4)O	active	1.0
C=CC[N@H+]1Cc2cccc3c2[C@@H](C1)c4ccc(c(c4C3)O)O	active	1.0
C=CC[N@]1CCc2c(cc(c(c2Br)O)O)[C@@H](C1)c3ccccc3	active	1.0
C=CC[N@]1CCc2c(cc(c(c2Br)O)O)[C@@H](C1)c3ccccc3C(F)(F)F	active	1.0
C=CC[N@]1CCc2c(cc(c(c2Br)O)O)[C@H](C1)c3ccccc3	active	1.0
C=CC[N@]1CCc2c(cc(c(c2Cl)O)O)[C@@H](C1)c3ccccc3	active	1.0
C=CC[N@]1CCc2c(cc(c(c2Cl)O)O)[C@H](C1)c3ccccc3	active	1.0
C=CC[N@]1CCc2c(cc(c(c2F)[O-])O)[C@H](C1)c3ccc(cc3)O	active	1.0
C=CC[N@]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3)O)Br	active	1.0
C=CC[N@]1CCc2cc(c(cc2[C@@H](C1)c3ccccc3)O)Cl	active	1.0
C=CC[N@]1CCc2cccc-3c2[C@@H]1Cc4c3c(c(cc4)O)O	active	1.0
C=CC[N@]1CCc2cccc-3c2[C@@H]1Cc4c3c(ccc4)O	active	1.0
C=CC[N@]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O	active	1.0
C=CC[N@]1CCc2cccc-3c2[C@H]1Cc4c3c(ccc4)O	active	1.0
C=CC[N@]1Cc2cccc3c2[C@@H](C1)c4ccc(c(c4C3)O)O	active	1.0
C=CC[NH+](CC=C)[C@@H]1Cc2ccccc2[C@@H](C1)c3ccccc3	active	1.0
C=CC[NH2+]C[C@H]1c2ccc(c(c2C[C@H](O1)C3CCCCC3)O)O	active	1.0
C=CC[NH2+][C@@H]1Cc2ccccc2[C@@H](C1)c3ccccc3	active	1.0
C=CCc1ccccc1OCCn2cc[nH+]c2	active	1.0
C=CCc1ccccc1OCCn2ccnc2	active	1.0
C=Cc1ccc(cc1)N2CCN(CC2)Cc3c[nH]c4c3cccn4	active	1.0
C=Cc1ccc(cc1)N2CC[NH+](CC2)Cc3c[nH]c4c3cccn4	active	1.0
CC(=C1c2ccccc2C(=Cc3c1ccc(c3)Cl)N4CCN(CC4)C)C	active	1.0
CC(=C1c2ccccc2C(=Cc3c1ccc(c3)Cl)N4CC[NH+](CC4)C)C	active	1.0
CC(=C1c2ccccc2C=C(c3c1ccc(c3)Cl)N4CCN(CC4)C)C	active	1.0
CC(=C1c2ccccc2C=C(c3c1ccc(c3)Cl)N4CC[NH+](CC4)C)C	active	1.0
CC(=C1c2ccccc2C=C(c3c1cccc3)N4CCN(CC4)C)C	active	1.0
CC(=C1c2ccccc2C=C(c3c1cccc3)N4CC[NH+](CC4)C)C	active	1.0
CC(=CC[N@H+]1CCC[C@@H](C1)/C=C/c2ccccc2)C	active	1.0
CC(=CC[N@H+]1CCC[C@@H](C1)/C=Cc2ccccc2)C	active	1.0
CC(=C[C@H](C/C(=C/COc1c2ccc(=O)oc2cc3c1cco3)/C)O)C	active	1.0
CC(=C[C@H](C/C(=C/COc1ccc2ccc(=O)oc2c1)/C)O)C	active	1.0
CC(=O)N(Cc1ccc(cc1)[C@H]2C[N@H+](CCc3c2cc(c(c3)Cl)O)C)C4CCC4	active	1.0
CC(=O)NC(=S)NC[C@@H]1C[C@@H]2c3cc(cc4c3c(c[nH]4)C[C@H]2[N@H+](C1)C)C(C)(C)C	active	1.0
